timestamp_utc,epoch_s,humidity_percent,temperature_c
2026-04-02T09:27:22.715900+00:00,1775122042.716,53,20.6
2026-04-02T09:27:23.971860+00:00,1775122043.972,53,20.6
2026-04-02T09:27:24.975752+00:00,1775122044.976,53,20.6
2026-04-02T09:27:26.231785+00:00,1775122046.232,53,20.6
2026-04-02T09:27:27.235713+00:00,1775122047.236,53,20.6
2026-04-02T09:27:28.493601+00:00,1775122048.494,53,20.6
2026-04-02T09:27:29.498523+00:00,1775122049.499,53,20.6
2026-04-02T09:27:30.757249+00:00,1775122050.757,53,20.6
2026-04-02T09:27:31.762553+00:00,1775122051.763,53,20.6
2026-04-02T09:27:33.019595+00:00,1775122053.020,53,20.6
2026-04-02T09:27:34.023885+00:00,1775122054.024,53,20.6
2026-04-02T09:27:35.281333+00:00,1775122055.281,53,20.6
2026-04-02T09:27:36.289255+00:00,1775122056.289,53,20.6
2026-04-02T09:27:37.545019+00:00,1775122057.545,53,20.6
2026-04-02T09:27:38.549143+00:00,1775122058.549,53,20.6
2026-04-02T09:27:39.805274+00:00,1775122059.805,53,20.6
2026-04-02T09:27:40.809063+00:00,1775122060.809,53,20.6
2026-04-02T09:27:42.064836+00:00,1775122062.065,53,20.6
2026-04-02T09:27:43.069061+00:00,1775122063.069,53,20.6
2026-04-02T09:27:44.325428+00:00,1775122064.325,53,20.6
2026-04-02T09:27:45.329305+00:00,1775122065.329,53,20.6
2026-04-02T09:27:46.585251+00:00,1775122066.585,53,20.6
2026-04-02T09:27:47.589162+00:00,1775122067.589,53,20.6
2026-04-02T09:27:48.845558+00:00,1775122068.846,53,20.6
2026-04-02T09:27:49.850780+00:00,1775122069.851,53,20.6
2026-04-02T09:27:51.107817+00:00,1775122071.108,53,20.6
2026-04-02T09:27:52.112194+00:00,1775122072.112,53,20.6
2026-04-02T09:27:53.369644+00:00,1775122073.370,53,20.6
2026-04-02T09:27:54.374792+00:00,1775122074.375,53,20.6
2026-04-02T09:27:55.630643+00:00,1775122075.631,53,20.6
2026-04-02T09:27:56.634702+00:00,1775122076.635,53,20.6
2026-04-02T09:27:57.890724+00:00,1775122077.891,53,20.6
2026-04-02T09:27:58.895352+00:00,1775122078.895,53,20.6
2026-04-02T09:28:00.151354+00:00,1775122080.151,53,20.6
2026-04-02T09:28:01.156075+00:00,1775122081.156,53,20.6
2026-04-02T09:28:02.411460+00:00,1775122082.411,53,20.6
2026-04-02T09:28:03.415690+00:00,1775122083.416,53,20.6
2026-04-02T09:28:04.671168+00:00,1775122084.671,53,20.6
2026-04-02T09:28:05.676002+00:00,1775122085.676,53,20.6
2026-04-02T09:28:06.932940+00:00,1775122086.933,53,20.6
2026-04-02T09:28:07.938388+00:00,1775122087.938,53,20.6
2026-04-02T09:28:09.194008+00:00,1775122089.194,53,20.6
2026-04-02T09:28:10.199816+00:00,1775122090.200,53,20.6
2026-04-02T09:28:11.456512+00:00,1775122091.457,53,20.6
2026-04-02T09:28:12.461142+00:00,1775122092.461,53,20.6
2026-04-02T09:28:13.716735+00:00,1775122093.717,53,20.6
2026-04-02T09:28:14.721121+00:00,1775122094.721,53,20.6
2026-04-02T09:28:15.976375+00:00,1775122095.976,53,20.6
2026-04-02T09:28:16.980582+00:00,1775122096.981,53,20.6
2026-04-02T09:28:18.236505+00:00,1775122098.237,53,20.6
2026-04-02T09:28:19.241328+00:00,1775122099.241,53,20.6
2026-04-02T09:28:20.496686+00:00,1775122100.497,53,20.6
2026-04-02T09:28:21.500910+00:00,1775122101.501,53,20.6
2026-04-02T09:28:22.756078+00:00,1775122102.756,53,20.6
2026-04-02T09:28:23.760835+00:00,1775122103.761,53,20.6
2026-04-02T09:28:25.017837+00:00,1775122105.018,53,20.6
2026-04-02T09:28:26.023424+00:00,1775122106.023,53,20.6
